created_at,run_started_at,run_completed_at,run_id,model_name,best_epoch,epochs_completed,val_loss,bert,rouge,bleurt,batch_size,num_workers,num_epochs,early_stopping_patience,seed,use_amp,amp_dtype,device,train_samples,val_samples,criterion,optimizer,scheduler,lora_target_modules,delayed_swin_unfreeze_stages,delayed_swin_unfreeze_epoch,model_path
2026-05-02T21:09:40,2026-05-02T15:08:47,2026-05-02T21:09:40,20260502_150847_BiomedCLIPSwinQFormerT5_seed42,BiomedCLIPSwinQFormerT5,25,26,1.180595,,,,24,6,26,3,42,True,bfloat16,cuda,97222,19239,T5ForConditionalGeneration built-in CrossEntropyLoss(ignore_index=-100),AdamW,SequentialLR,"q,k,v,o",0,,/home/userdata/karandreas/image-clef-2026/models/caption_synth/20260502_150847_BiomedCLIPSwinQFormerT5_seed42
